chr	start	stop	ld.idx
chr4	22317724	24133906	419
chr4	24133906	25607700	420
chr4	25607700	27342100	421
chr4	27342100	27964246	422
chr4	27964246	29760586	423
chr4	29760586	30452913	424
chr4	30452913	31781359	425
chr4	31781359	33171144	426
chr4	33171144	35149793	427
chr4	35149793	36018814	428
chr4	36018814	37253425	429
chr4	37253425	38905401	430
chr4	38905401	40200989	431
chr4	40200989	42211041	432
chr4	42211041	43963028	433
chr4	43963028	45187140	434
chr4	45187140	47409879	435
chr4	47409879	48121583	436
chr4	53011266	54563389	438
chr4	54563389	55681477	439
chr4	55681477	58068842	440
chr4	58068842	59875369	441
chr4	59875369	61506045	442
chr4	61506045	63475283	443
chr4	63475283	65734774	444
chr4	65734774	67193779	445
chr4	67193779	67989047	446
chr4	67989047	70183435	447
chr4	70183435	71274841	448
chr4	71274841	73726673	449
chr4	73726673	76209554	450
chr4	76209554	78172825	451
chr4	78172825	80069143	452
chr4	80069143	81204161	453
chr4	81204161	82451440	454
chr4	82451440	83878503	455
chr4	83878503	86009456	456
chr4	86009456	86613495	457
chr4	86613495	88316876	458
chr4	88316876	89310413	459
chr4	89310413	90639526	460
chr4	90639526	93312148	461
chr4	93312148	95261037	462
chr4	95261037	96619552	463
chr4	96619552	98502916	464
chr4	98502916	99757203	465
chr4	99757203	102300199	466
chr4	102300199	104384137	467
chr4	104384137	106580148	468
chr4	106580148	107894192	469
chr4	107894192	110335411	470
chr4	110335411	112948946	471
chr4	112948946	114745090	472
chr4	114745090	116355773	473
chr4	116355773	117558763	474
chr4	117558763	119012357	475
chr4	119012357	119471529	476
chr4	119471529	121736832	477
chr4	121736832	123365326	478
chr4	123365326	124289707	479
chr4	124289707	125559731	480
chr4	125559731	126354322	481
chr4	126354322	126909138	482
chr4	126909138	128075510	483
chr4	128075510	129670730	484
chr4	129670730	130362666	485
chr4	130362666	132032878	486
chr4	132032878	133707279	487
chr4	133707279	135645252	488
chr4	135645252	137620817	489
chr4	137620817	138635357	490
chr4	138635357	140163477	491
chr4	140163477	142522112	492
chr4	142522112	145257035	493
chr4	145257035	147600722	494
chr4	147600722	149762428	495
chr4	149762428	151861032	496
chr4	151861032	153556489	497
chr4	153556489	154134974	498
chr4	154134974	156563945	499
chr4	156563945	157822566	500
chr4	157822566	160137712	501
chr4	160137712	160905283	502
chr4	160905283	162322527	503
chr4	162322527	163557082	504
chr4	163557082	164902296	505
chr4	164902296	166097706	506
chr4	166097706	166931766	507
chr4	166931766	168755674	508
chr4	168755674	169855359	509
chr4	169855359	171637484	510
chr4	171637484	173342981	511
chr4	173342981	175649565	512
chr4	175649565	178070756	513
chr4	178070756	179200889	514
chr4	179200889	181145654	515
chr4	181145654	182450122	516
chr4	182450122	184008302	517
chr4	184008302	185987936	518
chr4	185987936	187551827	519
chr4	187551827	188772357	520
chr4	188772357	190122439	521
chr5	11940	982137	522
chr5	982137	2132328	523
chr5	2132328	3361827	524
chr5	3361827	4631997	525
chr5	4631997	5973120	526
chr5	5973120	7143105	527
chr5	7143105	8446223	528
chr5	8446223	9718720	529
chr5	9718720	11173159	530
chr5	11173159	13464722	531
chr5	13464722	14757695	532
chr5	14757695	16963504	533
chr5	16963504	18051483	534
chr5	18051483	19917607	535
chr5	19917607	22151964	536
chr5	22151964	23494215	537
chr5	23494215	26184742	538
chr5	26184742	26857495	539
chr5	26857495	27984406	540
chr5	27984406	29714713	541
chr5	29714713	31390142	542
chr5	31390142	33500075	543
chr5	33500075	35048865	544
chr5	35048865	36433852	545
chr5	36433852	38802308	546
chr5	38802308	40287627	547
chr5	40287627	41888608	548
chr5	41888608	43983397	549
chr5	50867564	52838788	551
chr5	52838788	54407214	552
chr5	54407214	56121522	553
chr5	56121522	57325275	554
chr5	57325275	58044246	555
chr5	58044246	59228796	556
chr5	59228796	61640080	557
chr5	61640080	62377168	558
chr5	62377168	63923160	559
chr5	63923160	64672477	560
chr5	64672477	66615458	561
chr5	66615458	68555033	562
chr5	68555033	71944629	563
chr5	71944629	74463501	564
chr5	74463501	76503041	565
chr5	76503041	78327508	566
chr5	78327508	80097321	567
chr5	80097321	81185652	568
chr5	81185652	82729829	569
chr5	82729829	84676871	570
chr5	84676871	86471473	571
chr5	86471473	88094174	572
chr5	88094174	89595713	573
chr5	89595713	91126837	574
chr5	91126837	92504835	575
chr5	92504835	94474279	576
chr5	94474279	96627815	577
chr5	96627815	97979897	578
chr5	97979897	99925288	579
chr5	99925288	102243065	580
chr5	102243065	103984304	581
chr5	103984304	105515782	582
chr5	105515782	106557354	583
chr5	106557354	107928495	584
chr5	107928495	109298233	585
chr5	109298233	111485446	586
chr5	111485446	112645865	587
chr5	112645865	114060588	588
chr5	114060588	115494673	589
chr5	115494673	116495351	590
chr5	116495351	118010518	591
chr5	118010518	119273125	592
chr5	119273125	120333347	593
chr5	120333347	121116471	594
chr5	121116471	123221211	595
chr5	123221211	124462407	596
chr5	124462407	126449957	597
chr5	126449957	128008912	598
chr5	128008912	130183332	599
chr5	130183332	132803957	600
chr5	132803957	135441711	601
chr5	135441711	137040361	602
chr5	137040361	139885487	603
chr5	139885487	141266403	604
chr5	141266403	143601683	605
chr5	143601683	145563791	606
chr5	145563791	147802435	607
chr5	147802435	149283061	608
chr5	149283061	151181737	609
chr5	151181737	153488214	610
chr5	153488214	154393528	611
chr5	154393528	155946495	612
chr5	155946495	157201689	613
chr5	157201689	159398690	614
chr5	159398690	160546937	615
chr5	160546937	162055127	616
chr5	162055127	163316902	617
chr5	163316902	164344576	618
chr5	164344576	166215390	619
chr5	166215390	167420735	620
chr5	167420735	169098313	621
chr5	169098313	170078660	622
chr5	170078660	171647288	623
chr5	171647288	173251324	624
chr5	173251324	174215868	625
chr5	174215868	176023592	626
chr5	176023592	177824506	627
chr5	177824506	178986463	628
chr5	178986463	179974244	629
chr5	179974244	181132933	630
chr5	181132933	181458155	631
chr6	73924	1452127	632
chr6	1452127	2458702	633
chr6	2458702	3573359	634
chr6	3573359	4617583	635
chr6	4617583	5791239	636
chr6	5791239	6784974	637
chr6	6784974	7808703	638
chr6	7808703	9019793	639
chr6	9019793	10540084	640
chr6	10540084	11790583	641
chr6	11790583	13209156	642
chr6	13209156	14802693	643
chr6	14802693	17386174	644
chr6	17386174	19207256	645
chr6	19207256	21683834	646
chr6	21683834	22748078	647
chr6	22748078	23936391	648
chr6	23936391	24852047	649
chr6	24852047	25684359	650
chr6	25684359	26791023	651
chr6	26791023	28050041	652
chr6	28050041	28949831	653
chr6	28949831	29770194	654
chr6	29770194	30830391	655
chr6	30830391	31603441	656
chr6	31603441	32714887	657
chr6	32714887	33268720	658
chr6	33268720	35487979	659
chr6	35487979	37604820	660
chr6	37604820	39327901	661
chr6	39327901	40377376	662
chr6	40377376	42070983	663
chr6	42070983	43788432	664
chr6	43788432	45438826	665
chr6	45438826	47344162	666
chr6	47344162	48423389	667
chr6	48423389	50418432	668
chr6	50418432	52345678	669
chr6	52345678	53414304	670
chr6	53414304	55603472	671
chr6	55603472	56240515	672
chr6	56240515	60631718	673
chr6	62842983	65055849	676
chr6	65055849	66619322	677
chr6	66619322	68139591	678
chr6	68139591	68813556	679
chr6	68813556	70899807	680
chr6	70899807	72740374	681
chr6	72740374	74752287	682
chr6	74752287	76705164	683
chr6	76705164	78248011	684
chr6	78248011	79981453	685
chr6	79981453	81219505	686
chr6	81219505	82417432	687
chr6	82417432	84500271	688
chr6	84500271	86359782	689
chr6	86359782	88112422	690
chr6	88112422	89263333	691
chr6	89263333	91133478	692
chr6	91133478	92718926	693
chr6	92718926	93408424	694
chr6	93408424	93731457	695
chr6	96645635	97394408	697
chr6	97394408	100182270	698
chr6	100182270	102188897	699
chr6	102188897	103535520	700
chr6	103535520	105608858	701
chr6	105608858	107129102	702
chr6	107129102	108143176	703
chr6	108143176	109983044	704
chr6	109983044	112023811	705
chr6	112023811	113899669	706
chr6	113899669	115810232	707
chr6	115810232	117351809	708
chr6	117351809	118641952	709
chr6	118641952	119642117	710
chr6	119642117	120190982	711
chr6	120190982	121584530	712
chr6	121584530	123535036	713
chr6	123535036	125103237	714
chr6	125103237	127219316	715
chr6	127219316	129539886	716
chr6	129539886	130614309	717
chr6	130614309	132444530	718
chr6	132444530	133923105	719
chr6	133923105	135903039	720
chr6	135903039	137293081	721
chr6	137293081	138501492	722
chr6	138501492	139524299	723
chr6	139524299	141967342	724
chr6	141967342	144998674	725
chr6	144998674	146344288	726
chr6	146344288	148599216	727
chr6	148599216	149932268	728
chr6	149932268	151591568	729
chr6	151591568	152773361	730
chr6	152773361	154652986	731
chr6	154652986	156442192	732
chr6	157797687	160159465	734
chr6	160159465	161748532	735
chr6	161748532	162510171	736
chr6	162510171	163962489	737
chr6	163962489	165173375	738
chr6	165173375	166611245	739
chr6	167642155	168981955	741
chr6	170014949	170742182	743
chr7	933116	1313431	745
chr7	1313431	2022763	746
chr7	2022763	2732593	747
chr7	2732593	4533797	748
chr7	4533797	5376601	749
chr7	5376601	5814895	750
chr7	5814895	6534226	751
chr7	6534226	7769121	752
chr7	7769121	9083793	753
chr7	9083793	9947872	754
chr7	9947872	11259571	755
chr7	11259571	12595836	756
chr7	12595836	13844577	757
chr7	13844577	15104032	758
chr7	15104032	16862445	759
chr7	16862445	19441924	760
chr7	19441924	20085285	761
chr7	20085285	22468010	762
chr7	22468010	23431823	763
chr7	23431823	25037640	764
chr7	25037640	25869935	765
chr7	25869935	28320690	766
chr7	28320690	31097675	767
chr7	31097675	33516156	768
chr7	33516156	36173929	769
chr7	36173929	37515581	770
chr7	37515581	38927103	771
chr7	38927103	39823071	772
chr7	39823071	41962213	773
chr7	41962213	43119475	774
chr7	43119475	44724229	775
chr7	44724229	45913323	776
chr7	45913323	46947122	777
chr7	46947122	49172682	778
chr7	49172682	51607626	779
chr7	51607626	53108619	780
chr7	53108619	54155283	781
chr7	54155283	55623891	782
chr7	55623891	57314931	783
chr7	63846981	64180747	785
chr7	64180747	66224822	786
chr7	66224822	68769087	787
chr7	68769087	69620378	788
chr7	69620378	72409900	789
chr7	72409900	73920272	790
chr7	76829247	78464542	792
chr7	78464542	80258753	793
chr7	80258753	82393370	794
chr7	82393370	84171887	795
chr7	84171887	85942866	796
chr7	85942866	88195689	797
chr7	88195689	91032469	798
chr7	91032469	92864438	799
chr7	92864438	94337289	800
chr7	94337289	96444196	801
chr7	96444196	97470258	802
chr7	97470258	99117851	803
chr7	99117851	100599028	804
chr7	101555972	103557063	806
chr7	103557063	104519078	807
chr7	104519078	106042459	808
chr7	106042459	108139733	809
chr7	108139733	110007537	810
chr7	110007537	112978629	811
chr7	112978629	114072332	812
chr7	114072332	117140124	813
chr7	117140124	118711527	814
chr7	118711527	121405219	815
chr7	121405219	122293576	816
chr7	122293576	124516751	817
chr7	124516751	124527498	818
chr7	124527498	126879116	819
chr7	126879116	127229167	820
chr7	127229167	129138332	821
chr7	130737653	133121089	823
chr7	133121089	134622844	824
chr7	134622844	135906335	825
chr7	135906335	137191815	826
chr7	137191815	139059933	827
chr7	139059933	140233377	828
chr7	140233377	140535410	829
chr7	140535410	141526757	830
chr7	142959223	145271196	832
chr7	145271196	146730868	833
chr7	146730868	148118226	834
chr7	148118226	150143569	835
chr7	150143569	151014417	836
chr7	151014417	152552721	837
chr7	152552721	153976934	838
chr7	155173020	156272556	840
chr7	156272556	157841905	841
chr7	157841905	159335885	842
chr8	60422	1094217	843
chr8	1094217	1213245	844
chr8	1213245	2095102	845
chr8	2715741	3535404	847
chr8	3535404	3925495	848
chr8	3925495	4622954	849
chr8	4622954	5289405	850
chr8	5289405	6285276	851
chr8	6285276	7295557	852
chr8	7295557	9297184	853
chr8	9297184	9783277	854
chr8	9783277	10605687	855
chr8	10605687	11421489	856
chr8	11421489	13634266	857
chr8	13634266	14087483	858
chr8	14087483	16134151	859
chr8	16134151	17530367	860
chr8	17530367	17978890	861
chr8	17978890	19635329	862
chr8	19635329	20203345	863
chr8	20203345	21804225	864
chr8	21804225	23039544	865
chr8	23039544	24817205	866
chr8	24817205	25625938	867
chr8	25625938	26825008	868
chr8	26825008	28304875	869
chr8	28304875	29470379	870
chr8	29470379	31276213	871
chr8	31276213	31690844	872
chr8	31690844	33119700	873
chr8	33119700	35459714	874
chr8	35459714	37521871	875
chr8	37521871	39081287	876
chr8	39081287	40845818	877
chr8	40845818	41863936	878
chr8	41863936	42918680	879
chr8	45929693	49169911	881
chr8	49169911	52390370	882
chr8	52390370	53505484	883
chr8	53505484	55033021	884
chr8	55033021	56043824	885
chr8	56043824	58156092	886
chr8	58156092	58815541	887
chr8	58815541	61416540	888
chr8	61416540	62436747	889
chr8	62436747	64320315	890
chr8	64320315	65576855	891
chr8	65576855	68950822	892
chr8	68950822	69955744	893
chr8	69955744	71377219	894
chr8	71377219	72904964	895
chr8	72904964	74532829	896
chr8	74532829	75544307	897
chr8	75544307	78220626	898
chr8	78220626	81044160	899
chr8	81044160	81781504	900
chr8	81781504	83313354	901
chr8	83313354	85043384	902
chr8	86399480	88073253	904
chr8	88073253	89625933	905
chr8	89625933	92542158	906
chr8	92542158	93993299	907
chr8	93993299	95522578	908
chr8	95522578	98389353	909
chr8	98389353	100608730	910
chr8	100608730	103111078	911
chr8	103111078	103976524	912
chr8	103976524	106398526	913
chr8	106398526	107635949	914
chr8	107635949	108235944	915
chr8	108235944	109472085	916
chr8	109472085	110838618	917
chr8	110838618	112052091	918
chr8	112052091	115084266	919
chr8	115084266	118673218	920
chr8	118673218	120189461	921
chr8	120189461	123849219	922
chr8	123849219	124671478	923
chr8	124671478	125398675	924
chr8	125398675	127646866	925
chr8	127646866	129368893	926
chr8	129368893	130627379	927
chr8	130627379	132338897	928
chr8	132338897	133557758	929
chr8	133557758	135023362	930
chr8	135023362	136511908	931
chr8	136511908	138242587	932
chr8	138242587	139713400	933
chr8	139713400	141963553	934
chr8	141963553	143155464	935
chr9	10023	1079707	937
chr9	1079707	1916877	938
chr9	1916877	3190064	939
chr9	3190064	4495328	940
chr9	4495328	4884926	941
chr9	4884926	6557589	942
chr9	6557589	7154923	943
chr9	7154923	8456299	944
chr9	8456299	9166403	945
chr9	9166403	10879253	946
chr9	10879253	12276489	947
chr9	12276489	14836365	948
chr9	14836365	16659657	949
chr9	16659657	18661053	950
chr9	18661053	20463536	951
chr9	20463536	22206560	952
chr9	22206560	24158520	953
chr9	24158520	25330812	954
chr9	25330812	26111759	955
chr9	26111759	28224285	956
chr9	28224285	28811586	957
chr9	28811586	30387394	958
chr9	30387394	31310385	959
chr9	31310385	32019370	960
chr9	32019370	33578336	961
chr9	33578336	34642246	962
chr9	34642246	36743286	963
chr9	36743286	38641602	964
chr9	69897795	70138839	967
chr9	70138839	71638124	968
chr9	71638124	73589030	969
chr9	73589030	74358165	970
chr9	74358165	76285267	971
chr9	76285267	76856292	972
chr9	76856292	78464139	973
chr9	78464139	79976013	974
chr9	79976013	81596318	975
chr9	81596318	82825886	976
chr9	82825886	84323281	977
chr9	84323281	85494418	978
chr9	85494418	85975502	979
chr9	85975502	87521331	980
chr9	87521331	89827251	981
chr9	91404921	93909416	983
chr9	93909416	96159758	984
chr9	96159758	98830577	985
chr9	98830577	101862155	986
chr9	101862155	103205694	987
chr9	103205694	104819468	988
chr9	104819468	106536473	989
chr9	106536473	107932781	990
chr9	107932781	110015744	991
chr9	110015744	112068802	992
chr9	112068802	112930865	993
chr9	112930865	114257521	994
chr9	114257521	115159681	995
chr9	115159681	118559259	996
chr9	118559259	119498019	997
chr9	119498019	122109043	998
chr9	122109043	124209608	999
chr9	124209608	126297386	1000
chr9	126297386	127293231	1001
chr9	127293231	129403191	1002
chr9	130347830	131252501	1004
chr9	131252501	132423455	1005
chr9	132423455	134176000	1006
chr9	134697518	136047132	1008
chr9	136605890	138254346	1010
chr10	14583	705399	1011
chr10	705399	1481349	1012
chr10	1481349	2212306	1013
chr10	2212306	3310507	1014
chr10	3310507	4530082	1015
chr10	4530082	5941799	1016
chr10	5941799	7129522	1017
chr10	7129522	8732702	1018
chr10	8732702	10207433	1019
chr10	10207433	12544798	1020
chr10	12544798	13279600	1021
chr10	13279600	14984069	1022
chr10	14984069	16509768	1023
chr10	18248338	19427949	1025
chr10	19427949	22483354	1026
chr10	22483354	22886203	1027
chr10	22886203	25289667	1028
chr10	25289667	26599755	1029
chr10	26599755	29034307	1030
chr10	29034307	29494763	1031
chr10	29494763	30169909	1032
chr10	30169909	31618591	1033
chr10	31618591	33419040	1034
chr10	33419040	34820427	1035
chr10	34820427	36283580	1036
chr10	36283580	37501101	1037
chr10	43399323	44234627	1040
chr10	51856869	53343812	1044
chr10	53343812	55271380	1045
chr10	55271380	55902386	1046
